recno,Q,Img,Name,Type,Score,delSc,Prob,zsp,zph,e_zph,Mod,Ref,gmag,rmag,zmag,Survey,Sloan,_RA,_DE,pair_ok
1029,C,1029,DESI-173.5198+09.5846,DC,2.5,1,1.0,,0.638,0.069,L18,,22.61,21.07,19.77,DECaLS,Sloan,173.5198,9.5846,True
1030,C,1030,DESI-173.5474+17.0433,DC,2.5,1,0.57,0.6664,,,L18,,20.72,19.6,18.41,DECaLS,Sloan,173.5474,17.0433,True
1031,C,1031,DESI-174.0108+52.2363,REX,2.0,0,0.18,0.5404,,,L18,a,21.11,19.91,18.97,MzLS,Sloan,174.0108,52.2363,True
1032,C,1032,DESI-174.1285+21.7754,DC,2.0,0,0.98,0.4636,,,L18,,21.58,20.0,18.97,DECaLS,Sloan,174.1285,21.7754,True
1033,C,1033,DESI-174.2820+14.7811,DC,2.5,1,1.0,0.5951,,,L18,,22.06,20.34,18.8,DECaLS,Sloan,174.282,14.7811,True
1034,C,1034,DESI-174.4592+46.6094,DC,2.0,0,0.25,0.3134,,,L18,,19.16,17.51,16.64,MzLS,Sloan,174.4592,46.6094,True
1035,C,1035,DESI-174.8727-02.3072,DC,2.5,1,0.99,0.519,,,L18,e,22.58,20.64,18.94,DECaLS,Sloan,174.8727,-2.3072,True
1036,C,1036,DESI-175.1662+14.3254,REX,2.0,2,0.61,0.3711,,,L18,,20.31,18.97,18.15,DECaLS,Sloan,175.1662,14.3254,True
1037,C,1037,DESI-175.1752-00.7266,DC,2.5,1,1.0,0.616,,,L18,,21.5,20.45,19.15,DECaLS,Sloan,175.1752,-0.7266,True
1038,C,1038,DESI-175.7321+43.1339,DC,2.0,0,0.91,0.4782,,,L18,,20.17,18.31,17.09,MzLS,Sloan,175.7321,43.1339,True
1039,C,1039,DESI-175.7329+22.2232,REX,2.0,0,0.74,0.69,,,shielded,,21.47,20.84,19.73,DECaLS,Sloan,175.7329,22.2232,True
1040,C,1040,DESI-176.6400-06.1812,DC,2.5,1,0.99,,0.386,0.028,L18,,19.65,17.87,16.95,DECaLS,Sloan,176.64,-6.1812,True
1041,C,1041,DESI-176.9273+67.7222,DC,2.0,0,0.94,0.599,,,L18,,21.68,20.2,18.73,MzLS,Sloan,176.9273,67.7222,True
1042,C,1042,DESI-176.9311+26.1644,DC,2.0,0,0.82,0.6131,,,L18,a,21.84,19.96,18.69,DECaLS,Sloan,176.9311,26.1644,True
1043,C,1043,DESI-177.0183+29.4844,DC,2.5,1,0.96,0.5151,,,L18,,21.94,20.92,19.37,DECaLS,Sloan,177.0183,29.4844,True
1044,C,1044,DESI-177.0319+29.0869,DC,2.5,1,1.0,0.6224,,,L18,,21.98,20.05,18.37,DECaLS,Sloan,177.0319,29.0869,True
1045,C,1045,DESI-178.5091+14.0868,DC,2.5,1,0.7,0.741,,,L18,,22.72,20.83,19.26,DECaLS,Sloan,178.5091,14.0868,True
1046,C,1046,DESI-178.7212+21.4151,DC,2.0,0,0.99,0.5466,,,L18,,21.18,19.48,18.07,DECaLS,Sloan,178.7212,21.4151,True
1047,C,1047,DESI-179.4811+22.9115,REX,2.0,0,0.36,0.7805,,,L18,,20.89,20.21,19.22,DECaLS,Sloan,179.4811,22.9115,True
1048,C,1048,DESI-181.0043+47.5381,DC,2.0,0,1.0,0.4861,,,L18,,20.98,19.35,18.31,MzLS,Sloan,181.0043,47.5381,True
1049,C,1049,DESI-181.3975+41.1790,DC,2.0,0,1.0,0.4764,,,L18,,21.49,20.03,18.54,MzLS,Sloan,181.3975,41.179,True
1050,C,1050,DESI-182.5596+28.7243,REX,2.5,1,1.0,0.296,,,shielded,a,21.84,20.23,19.42,DECaLS,Sloan,182.5596,28.7243,True
1051,C,1051,DESI-182.7337-02.2276,DC,2.0,0,0.66,0.5326,,,L18,,22.05,20.82,19.81,DECaLS,Sloan,182.7337,-2.2276,True
1052,C,1052,DESI-183.0990-01.5510,DC,2.5,1,0.7,0.4034,,,L18,e,21.37,19.53,18.52,DECaLS,Sloan,183.099,-1.551,True
1053,C,1053,DESI-183.1167-08.5941,DC,2.0,0,0.63,,0.212,0.012,shielded,,19.54,18.26,17.49,DECaLS,Sloan,183.1167,-8.5941,True
1054,C,1054,DESI-184.4375+31.5263,DC,2.0,0,1.0,0.6967,,,L18,,22.18,20.47,18.9,DECaLS,Sloan,184.4375,31.5263,True
1055,C,1055,DESI-185.2581+21.8900,DC,2.0,0,0.41,0.5735,,,L18,,20.6,18.76,17.43,DECaLS,Sloan,185.2581,21.89,True
1056,C,1056,DESI-185.6190+23.9709,DC,2.0,0,0.8,0.5869,,,L18,,21.45,20.13,18.87,DECaLS,Sloan,185.619,23.9709,True
1057,C,1057,DESI-185.6850+70.6065,DC,2.0,0,0.64,,0.568,0.035,L18,,20.74,19.39,18.26,MzLS,Sloan,185.685,70.6065,True
1058,C,1058,DESI-185.9848+19.7177,DC,2.0,0,0.45,0.4966,,,shielded,,21.28,20.27,19.11,DECaLS,Sloan,185.9848,19.7177,True
1059,C,1059,DESI-186.0916+02.2030,DC,2.0,0,0.47,0.3481,,,L18,,19.92,18.07,17.05,DECaLS,Sloan,186.0916,2.203,True
1060,C,1060,DESI-186.4028-07.4188,DC,2.0,0,0.38,0.3685,,,L18,,21.08,19.44,18.53,DECaLS,Sloan,186.4028,-7.4188,True
1061,C,1061,DESI-187.1282+09.6881,REX,2.0,0,0.16,0.7398,,,shielded,,21.03,20.14,19.07,DECaLS,Sloan,187.1282,9.6881,True
1062,C,1062,DESI-189.2482+25.3442,DC,2.5,1,0.48,0.6128,,,L18,,21.21,19.31,17.82,DECaLS,Sloan,189.2482,25.3442,True
1063,C,1063,DESI-190.4855+03.7332,DC,2.0,0,0.52,0.3586,,,L18,,18.8,16.97,16.04,DECaLS,Sloan,190.4855,3.7332,True
1064,C,1064,DESI-190.5769+27.8629,DC,2.0,0,0.93,0.5112,,,L18,,21.26,19.44,18.08,DECaLS,Sloan,190.5769,27.8629,True
1065,C,1065,DESI-190.5981+31.4848,DC,2.0,0,0.16,0.242,,,L18,,19.3,17.95,17.19,DECaLS,Sloan,190.5981,31.4848,True
1066,C,1066,DESI-191.8527+36.7353,DC,2.5,1,0.98,0.6986,,,L18,a,21.99,20.17,18.74,MzLS,Sloan,191.8527,36.7353,True
1067,C,1067,DESI-192.8317-01.2219,REX,2.0,0,0.94,0.2631,,,L18,,22.11,20.37,18.75,DECaLS,Sloan,192.8317,-1.2219,True
1068,C,1068,DESI-193.6682+18.9533,REX,2.5,1,0.81,0.6412,,,shielded,,21.75,20.33,19.14,DECaLS,Sloan,193.6682,18.9533,True
1069,C,1069,DESI-194.1102+04.6703,DC,2.5,1,0.28,0.2292,,,L18,,18.05,16.62,15.83,DECaLS,Sloan,194.1102,4.6703,True
1070,C,1070,DESI-195.4842+11.1801,DC,2.0,0,0.3,0.6066,,,L18,,22.4,20.55,18.98,DECaLS,Sloan,195.4842,11.1801,True
1071,C,1071,DESI-196.3635+26.7520,DC,2.0,0,0.17,0.3611,,,L18,,19.69,17.99,17.11,DECaLS,Sloan,196.3635,26.752,True
1072,C,1072,DESI-196.6232-05.6670,DC,2.5,1,0.36,,0.405,0.011,L18,,20.34,18.43,17.45,DECaLS,Sloan,196.6232,-5.667,True
1073,C,1073,DESI-196.8233+23.1565,DC,2.5,1,1.0,0.3819,,,L18,,20.39,18.92,17.96,DECaLS,Sloan,196.8233,23.1565,True
1074,C,1074,DESI-198.2028+30.6423,DC,2.0,0,0.27,0.5037,,,L18,,21.34,19.84,18.59,DECaLS,Sloan,198.2028,30.6423,True
1075,C,1075,DESI-198.4925+31.0493,REX,2.0,0,0.18,0.3212,,,shielded,,22.29,20.54,19.63,DECaLS,Sloan,198.4925,31.0493,True
1076,C,1076,DESI-199.9412+01.5311,DC,2.5,1,0.91,0.5803,,,L18,,22.44,20.64,19.03,DECaLS,Sloan,199.9412,1.5311,True
1077,C,1077,DESI-200.5670+04.3460,DC,2.5,1,0.51,0.4027,,,L18,,20.81,19.34,18.3,DECaLS,Sloan,200.567,4.346,True
1078,C,1078,DESI-200.7983+38.2180,DC,2.0,0,0.12,0.5085,,,L18,,21.65,19.86,18.79,MzLS,Sloan,200.7983,38.218,True
1079,C,1079,DESI-202.5096+47.8919,DC,2.0,0,0.71,0.2674,,,shielded,,20.41,18.81,18.01,MzLS,Sloan,202.5096,47.8919,True
1080,C,1080,DESI-202.7745+07.4491,DC,2.0,0,0.49,0.1929,,,shielded,,19.47,18.4,17.69,DECaLS,Sloan,202.7745,7.4491,True
1081,C,1081,DESI-203.2912+06.9014,REX,2.0,0,0.63,0.4303,,,shielded,,21.5,20.65,19.42,DECaLS,Sloan,203.2912,6.9014,True
1082,C,1082,DESI-203.5927-09.2837,DC,2.0,0,0.53,,0.333,0.016,L18,,20.38,18.7,17.79,DECaLS,Sloan,203.5927,-9.2837,True
1083,C,1083,DESI-203.7084-08.7623,DC,2.0,0,0.63,,0.721,0.045,shielded,,22.97,21.01,19.34,DECaLS,Sloan,203.7084,-8.7623,True
1084,C,1084,DESI-203.8962+40.3315,DC,2.5,1,0.96,0.3087,,,L18,,21.34,19.75,18.54,MzLS,Sloan,203.8962,40.3315,True
1085,C,1085,DESI-204.0300+25.6164,DC,2.0,0,0.46,0.4939,,,L18,,22.01,20.54,19.38,DECaLS,Sloan,204.03,25.6164,True
1086,C,1086,DESI-204.2365+12.0278,DC,2.0,0,0.2,0.5327,,,L18,,22.45,20.96,19.47,DECaLS,Sloan,204.2365,12.0278,True
1087,C,1087,DESI-204.3113+42.3813,DC,2.0,0,0.39,0.2802,,,shielded,,20.35,18.81,17.87,MzLS,Sloan,204.3113,42.3813,True
1088,C,1088,DESI-205.4375+04.1861,DC,2.5,1,0.97,,0.598,0.059,L18,,21.54,20.13,19.02,DECaLS,Sloan,205.4375,4.1861,True
1089,C,1089,DESI-205.8655+21.7388,DC,2.0,0,0.2,0.5585,,,L18,,21.08,19.62,18.51,DECaLS,Sloan,205.8655,21.7388,True
1090,C,1090,DESI-206.0993-01.6071,DC,2.0,0,0.49,0.4681,,,shielded,,20.8,19.23,18.12,DECaLS,Sloan,206.0993,-1.6071,True
1091,C,1091,DESI-206.7000+28.6985,DC,2.0,0,0.47,0.441,,,L18,,21.71,19.94,18.92,DECaLS,Sloan,206.7,28.6985,True
1092,C,1092,DESI-207.4187+38.5022,DC,2.0,2,0.22,0.5818,,,L18,,21.14,19.41,18.01,MzLS,Sloan,207.4187,38.5022,True
1093,C,1093,DESI-207.4889+34.2732,DC,2.0,0,0.84,0.4911,,,L18,,20.45,18.73,17.53,MzLS,Sloan,207.4889,34.2732,True
1094,C,1094,DESI-207.5513+31.5862,DC,2.0,0,0.34,0.5095,,,L18,,22.36,20.81,19.42,DECaLS,Sloan,207.5513,31.5862,True
1095,C,1095,DESI-207.7050+52.9559,DC,2.0,0,0.66,0.2877,,,L18,,19.32,17.82,17.03,MzLS,Sloan,207.705,52.9559,True
1096,C,1096,DESI-207.8335-06.3831,DC,2.0,0,1.0,0.6211,,,L18,a,20.59,19.04,17.69,DECaLS,Sloan,207.8335,-6.3831,True
1097,C,1097,DESI-208.4386+31.8650,DC,2.0,0,0.15,0.5292,,,L18,,21.13,19.82,18.4,DECaLS,Sloan,208.4386,31.865,True
1098,C,1098,DESI-208.6688+19.1370,DC,2.0,0,0.5,0.5852,,,L18,,22.44,20.73,19.03,DECaLS,Sloan,208.6688,19.137,True
1099,C,1099,DESI-208.9997+19.7239,REX,2.0,0,0.24,0.3816,,,shielded,,21.63,20.87,19.73,DECaLS,Sloan,208.9997,19.7239,True
1100,C,1100,DESI-209.0944+03.6524,DC,2.0,0,0.75,0.2686,,,shielded,,17.9,16.43,15.65,DECaLS,Sloan,209.0944,3.6524,True
1101,C,1101,DESI-209.7020-04.3961,DC,2.5,1,0.72,,0.417,0.097,shielded,,19.96,18.74,17.99,DECaLS,Sloan,209.702,-4.3961,True
1102,C,1102,DESI-211.6546+38.7004,DC,2.0,0,0.43,0.4952,,,L18,,22.69,20.52,19.01,MzLS,Sloan,211.6546,38.7004,True
1103,C,1103,DESI-212.5306+62.1634,DC,2.5,1,0.99,0.5431,,,L18,,22.2,20.69,19.36,MzLS,Sloan,212.5306,62.1634,True
1104,C,1104,DESI-212.7710+23.2324,DC,2.0,0,0.82,0.2873,,,L18,a,19.48,17.87,16.98,DECaLS,Sloan,212.771,23.2324,True
1105,C,1105,DESI-214.7102+19.9447,DC,2.0,0,0.88,0.374,,,L18,,21.76,19.76,18.15,DECaLS,Sloan,214.7102,19.9447,True
1106,C,1106,DESI-215.1638+12.9717,DC,2.5,1,0.74,0.5937,,,L18,a,21.49,19.65,18.42,DECaLS,Sloan,215.1638,12.9717,True
1107,C,1107,DESI-216.0618+45.0242,DC,2.0,0,1.0,,0.819,0.1,L18,,22.53,21.16,19.58,MzLS,Sloan,216.0618,45.0242,True
1108,C,1108,DESI-217.0936+03.3000,DC,2.5,1,1.0,0.6108,,,L18,,21.64,20.23,18.85,DECaLS,Sloan,217.0936,3.3,True
1109,C,1109,DESI-217.0950+22.9130,DC,2.0,0,0.82,0.3242,,,L18,,19.41,18.15,17.33,DECaLS,Sloan,217.095,22.913,True
1110,C,1110,DESI-217.2090+51.6467,DC,2.0,0,0.22,,0.664,0.033,L18,,22.57,20.79,19.29,MzLS,Sloan,217.209,51.6467,True
1111,C,1111,DESI-217.7996+03.0093,DC,2.5,1,0.23,0.1665,,,L18,,18.47,17.28,16.5,DECaLS,Sloan,217.7996,3.0093,True
1112,C,1112,DESI-218.1147+28.7213,DC,2.5,1,0.91,0.328,,,L18,,19.66,17.84,16.94,DECaLS,Sloan,218.1147,28.7213,True
1113,C,1113,DESI-218.4468+18.7098,DC,2.0,0,1.0,0.282,,,L18,,19.15,17.61,16.8,DECaLS,Sloan,218.4468,18.7098,True
1114,C,1114,DESI-218.4780+03.0039,DC,2.5,1,0.97,0.6438,,,L18,g,21.58,20.19,18.87,DECaLS,Sloan,218.478,3.0039,True
1115,C,1115,DESI-219.1501+21.1453,DC,2.5,1,0.99,0.6024,,,L18,,21.01,19.93,18.5,DECaLS,Sloan,219.1501,21.1453,True
1116,C,1116,DESI-219.5680+25.0994,DC,2.0,0,0.75,0.3854,,,L18,,20.74,19.03,18.15,DECaLS,Sloan,219.568,25.0994,True
1117,C,1117,DESI-219.9040+07.3502,DC,2.0,0,0.6,0.5608,,,L18,a,20.82,19.11,18.04,DECaLS,Sloan,219.904,7.3502,True
1118,C,1118,DESI-220.0226+23.8599,DC,2.0,0,0.96,0.4126,,,L18,,20.22,18.62,17.64,DECaLS,Sloan,220.0226,23.8599,True
1119,C,1119,DESI-220.3113+04.4308,REX,2.5,1,0.5,0.3293,,,L18,,23.27,21.46,19.84,DECaLS,Sloan,220.3113,4.4308,True
1120,C,1120,DESI-220.3862-00.8996,DC,2.0,0,0.84,0.5167,,,L18,l,20.44,18.53,17.25,DECaLS,Sloan,220.3862,-0.8996,True
1121,C,1121,DESI-221.4063+04.9046,DC,2.0,0,0.37,0.3224,,,L18,,21.13,19.76,18.83,DECaLS,Sloan,221.4063,4.9046,True
1122,C,1122,DESI-221.6054+21.6944,DC,2.5,1,0.54,,0.071,0.029,shielded,,18.48,18.17,17.87,DECaLS,Sloan,221.6054,21.6944,True
1123,C,1123,DESI-221.9368+23.4043,DC,2.5,1,0.76,0.2818,,,L18,,18.8,17.22,16.39,DECaLS,Sloan,221.9368,23.4043,True
1124,C,1124,DESI-222.2403-07.4558,DC,2.0,0,0.23,,0.518,0.147,L18,,21.62,20.26,19.44,DECaLS,Sloan,222.2403,-7.4558,True
1125,C,1125,DESI-222.4812-06.8463,DC,2.0,0,0.3,0.311,,,shielded,,19.04,17.22,16.27,DECaLS,Sloan,222.4812,-6.8463,True
1126,C,1126,DESI-222.7392+03.5562,REX,2.0,0,0.13,0.2866,,,L18,,21.47,20.15,19.43,DECaLS,Sloan,222.7392,3.5562,True
1127,C,1127,DESI-223.0001-01.0752,DC,2.0,0,0.86,0.2712,,,L18,g,19.61,18.07,17.2,DECaLS,Sloan,223.0001,-1.0752,True
1128,C,1128,DESI-223.2085+58.0265,DC,2.0,0,0.11,0.3785,,,L18,,20.45,18.75,17.85,MzLS,Sloan,223.2085,58.0265,True
1129,C,1129,DESI-223.2358+58.0531,DC,2.5,1,0.86,0.3319,,,L18,,20.77,19.33,18.52,MzLS,Sloan,223.2358,58.0531,True
1130,C,1130,DESI-223.4373-06.5203,REX,2.0,0,0.2,0.1862,,,shielded,,20.43,19.04,18.2,DECaLS,Sloan,223.4373,-6.5203,True
1131,C,1131,DESI-224.3832-08.0150,DC,2.5,1,1.0,,0.429,0.044,L18,,20.59,18.94,17.9,DECaLS,Sloan,224.3832,-8.015,True
1132,C,1132,DESI-225.1316+62.7228,REX,2.0,0,0.21,,0.421,0.101,L18,,21.28,19.6,18.69,MzLS,Sloan,225.1316,62.7228,True
1133,C,1133,DESI-225.5679+15.1661,DC,2.0,0,0.11,0.5515,,,L18,,23.36,21.36,19.18,DECaLS,Sloan,225.5679,15.1661,True
1134,C,1134,DESI-226.1397+28.0320,DC,2.0,0,0.93,0.4815,,,L18,,20.63,19.41,18.52,DECaLS,Sloan,226.1397,28.032,True
1135,C,1135,DESI-226.2950+17.3451,DC,2.5,1,0.32,0.4836,,,L18,,20.7,18.81,17.63,DECaLS,Sloan,226.295,17.3451,True
1136,C,1136,DESI-226.3130+41.7447,DC,2.0,0,0.15,,0.446,0.1,L18,,20.9,19.35,18.15,MzLS,Sloan,226.313,41.7447,True
1137,C,1137,DESI-226.9254+29.9560,REX,2.0,0,0.13,0.1851,,,shielded,,18.74,17.52,16.73,DECaLS,Sloan,226.9254,29.956,True
1138,C,1138,DESI-226.9378+70.1215,DC,2.5,1,0.96,,0.509,0.026,L18,,20.7,18.92,17.68,MzLS,Sloan,226.9378,70.1215,True
1139,C,1139,DESI-226.9381+05.3823,DC,2.0,0,0.98,0.6187,,,L18,,21.22,19.46,18.1,DECaLS,Sloan,226.9381,5.3823,True
1140,C,1140,DESI-227.7518+10.5556,DC,2.5,1,0.91,0.3586,,,L18,,20.23,18.5,17.53,DECaLS,Sloan,227.7518,10.5556,True
1141,C,1141,DESI-227.9059+05.6220,DC,2.5,1,0.49,0.6132,,,L18,,23.39,21.6,19.77,DECaLS,Sloan,227.9059,5.622,True
1142,C,1142,DESI-227.9362+06.5090,DC,2.0,1,0.67,0.5379,,,L18,,20.87,19.55,18.65,DECaLS,Sloan,227.9362,6.509,False
1143,C,1143,DESI-228.4624-03.4634,DC,2.5,1,0.98,,0.648,0.019,L18,,22.02,20.11,18.46,DECaLS,Sloan,228.4624,-3.4634,True
1144,C,1144,DESI-228.4698+14.1675,REX,2.0,0,0.11,0.5766,,,shielded,,21.97,20.89,19.33,DECaLS,Sloan,228.4698,14.1675,True
1145,C,1145,DESI-228.6370+68.4893,DC,2.0,0,0.18,,0.521,0.023,L18,,21.11,19.31,18.05,MzLS,Sloan,228.637,68.4893,True
1146,C,1146,DESI-229.2637+10.0569,DC,2.5,1,0.87,0.5636,,,L18,,22.46,20.54,19.0,DECaLS,Sloan,229.2637,10.0569,True
1147,C,1147,DESI-229.7213+09.2304,REX,2.0,0,0.57,0.6645,,,shielded,,23.27,21.64,19.92,DECaLS,Sloan,229.7213,9.2304,True
1148,C,1148,DESI-229.7448+27.3746,DC,2.0,2,0.1,0.6638,,,L18,,21.59,19.8,18.24,DECaLS,Sloan,229.7448,27.3746,True
1149,C,1149,DESI-230.5321+32.8538,DC,2.5,1,1.0,0.6249,,,L18,,21.89,20.38,18.83,MzLS,Sloan,230.5321,32.8538,True
1150,C,1150,DESI-230.6319-00.7509,DC,2.0,0,0.89,0.5028,,,L18,g,20.94,18.96,17.6,DECaLS,Sloan,230.6319,-0.7509,True
1151,C,1151,DESI-230.9520+10.2717,REX,2.5,1,0.94,0.447,,,shielded,,22.5,20.78,19.94,DECaLS,Sloan,230.952,10.2717,True
1152,C,1152,DESI-230.9711+04.9138,DC,2.0,0,0.36,0.634,,,L18,,22.88,21.0,19.52,DECaLS,Sloan,230.9711,4.9138,True
1153,C,1153,DESI-230.9776+67.6248,DC,2.0,0,0.73,,0.752,0.02,L18,,22.4,20.61,18.77,MzLS,Sloan,230.9776,67.6248,True
1154,C,1154,DESI-231.0060+49.1881,DC,2.5,1,0.84,0.5332,,,L18,,22.23,20.59,18.99,MzLS,Sloan,231.006,49.1881,True
1155,C,1155,DESI-232.6507+80.8392,DC,2.0,0,0.25,,0.556,0.087,L18,,21.56,20.5,19.62,MzLS,Sloan,232.6507,80.8392,True
1156,C,1156,DESI-233.2341+50.1953,DC,2.5,1,0.97,0.5655,,,L18,,20.16,18.71,17.37,MzLS,Sloan,233.2341,50.1953,True
1157,C,1157,DESI-234.8063+11.7178,DC,2.5,1,0.91,0.5713,,,L18,,22.4,20.67,19.04,DECaLS,Sloan,234.8063,11.7178,True
1158,C,1158,DESI-235.0039+32.6092,DC,2.5,1,0.41,0.299,,,L18,,20.49,19.3,18.56,MzLS,Sloan,235.0039,32.6092,True
1159,C,1159,DESI-235.2734+07.5424,DC,2.0,0,0.58,0.2481,,,L18,,18.79,17.26,16.39,DECaLS,Sloan,235.2734,7.5424,True
1160,C,1160,DESI-235.5208+40.3319,DC,2.0,0,0.87,0.4568,,,L18,,20.69,19.19,18.21,MzLS,Sloan,235.5208,40.3319,True
1161,C,1161,DESI-235.7400+14.8762,REX,2.5,1,0.99,0.4532,,,shielded,,20.75,19.54,18.65,DECaLS,Sloan,235.74,14.8762,True
1162,C,1162,DESI-236.5762+48.3642,DC,2.0,0,0.24,0.211,,,L18,,18.8,17.37,16.55,MzLS,Sloan,236.5762,48.3642,True
1163,C,1163,DESI-236.5969+23.9051,DC,2.5,1,0.52,0.3051,,,L18,,19.08,17.48,16.62,DECaLS,Sloan,236.5969,23.9051,True
1164,C,1164,DESI-237.7650+06.8422,DC,2.0,0,0.46,0.4967,,,L18,,21.04,19.08,17.9,DECaLS,Sloan,237.765,6.8422,True
1165,C,1165,DESI-238.0854+61.6594,DC,2.5,1,0.37,0.4605,,,L18,,20.89,19.13,17.82,MzLS,Sloan,238.0854,61.6594,True
1166,C,1166,DESI-238.4959+16.3935,DC,2.5,1,1.0,0.3838,,,L18,,19.81,18.09,17.07,DECaLS,Sloan,238.4959,16.3935,True
1167,C,1167,DESI-238.5690+04.7276,DC,2.5,1,1.0,0.5394,,,L18,,22.31,21.08,19.5,DECaLS,Sloan,238.569,4.7276,True
1168,C,1168,DESI-238.6455+44.3415,DC,2.5,1,0.22,0.5738,,,L18,,22.9,21.15,19.59,MzLS,Sloan,238.6455,44.3415,True
1169,C,1169,DESI-238.6575+46.1560,DC,2.0,0,0.53,0.7298,,,L18,,21.63,20.49,18.8,MzLS,Sloan,238.6575,46.156,True
1170,C,1170,DESI-239.7952+07.5133,DC,2.0,0,0.12,0.4492,,,L18,,20.88,19.02,17.85,DECaLS,Sloan,239.7952,7.5133,True
1171,C,1171,DESI-241.7346+42.1102,REX,2.5,1,1.0,0.8924,,,L18,l,20.86,20.45,19.27,MzLS,Sloan,241.7346,42.1102,True
1172,C,1172,DESI-241.7375+18.1017,DC,2.5,1,0.98,0.2258,,,L18,,19.45,18.27,17.51,DECaLS,Sloan,241.7375,18.1017,True
1173,C,1173,DESI-241.8696+05.8963,DC,2.0,0,0.87,0.5909,,,L18,,20.87,19.71,18.62,DECaLS,Sloan,241.8696,5.8963,True
1174,C,1174,DESI-242.2528+04.4242,DC,2.0,0,0.41,0.2835,,,L18,,19.85,18.39,17.51,DECaLS,Sloan,242.2528,4.4242,True
1175,C,1175,DESI-244.5857+54.5052,DC,2.0,0,0.55,0.3616,,,L18,e,22.91,21.43,19.68,MzLS,Sloan,244.5857,54.5052,True
1176,C,1176,DESI-246.0592+10.6100,DC,2.0,0,0.99,0.6235,,,L18,,21.09,19.16,17.67,DECaLS,Sloan,246.0592,10.61,True
1177,C,1177,DESI-246.4202+33.2659,DC,2.5,1,0.75,,0.992,0.12,L18,,23.68,21.48,19.79,MzLS,Sloan,246.4202,33.2659,True
1178,C,1178,DESI-246.6316+49.1584,DC,2.0,0,0.63,0.2777,,,L18,,20.83,19.45,18.57,MzLS,Sloan,246.6316,49.1584,True
1179,C,1179,DESI-247.9945-01.6681,DC,2.0,0,0.72,,0.733,0.15,shielded,,20.74,19.47,18.16,DECaLS,Sloan,247.9945,-1.6681,True
1180,C,1180,DESI-248.9636+46.8071,DC,2.5,1,0.39,0.5405,,,L18,,21.8,20.74,19.24,MzLS,Sloan,248.9636,46.8071,True
1181,C,1181,DESI-249.0881+27.7159,DC,2.5,1,0.99,0.3342,,,L18,,19.85,18.07,17.08,DECaLS,Sloan,249.0881,27.7159,True
1182,C,1182,DESI-249.3569+31.6652,REX,2.0,0,0.99,0.4376,,,shielded,,22.38,20.68,19.69,DECaLS,Sloan,249.3569,31.6652,True
1183,C,1183,DESI-250.4830+66.2103,DC,2.0,0,0.58,,0.543,0.066,L18,,21.75,20.04,18.72,MzLS,Sloan,250.483,66.2103,True
1184,C,1184,DESI-250.8015+21.3635,DC,2.0,0,0.5,0.4826,,,L18,,21.86,20.5,19.4,DECaLS,Sloan,250.8015,21.3635,True
1185,C,1185,DESI-251.4915+22.9241,DC,2.0,0,0.53,0.3371,,,L18,,21.65,20.14,19.32,DECaLS,Sloan,251.4915,22.9241,True
1186,C,1186,DESI-251.7677+11.2970,REX,2.5,1,1.0,,0.22,0.141,L18,a,19.46,18.37,17.52,DECaLS,Sloan,251.7677,11.297,True
1187,C,1187,DESI-251.8574+09.6103,DC,2.5,1,0.99,,0.319,0.014,L18,,20.28,18.58,17.67,DECaLS,Sloan,251.8574,9.6103,True
1188,C,1188,DESI-252.1292+63.7872,DC,2.0,0,0.99,0.5302,,,L18,,21.66,20.16,18.5,MzLS,Sloan,252.1292,63.7872,True
1189,C,1189,DESI-253.0914+55.0867,REX,2.5,1,1.0,,0.462,0.114,shielded,,18.9,17.91,17.12,MzLS,Sloan,253.0914,55.0867,True
1190,C,1190,DESI-253.2568+30.8665,DC,2.5,1,0.37,0.5169,,,L18,,21.12,19.44,18.3,DECaLS,Sloan,253.2568,30.8665,True
1191,C,1191,DESI-254.2942+31.8480,REX,2.5,1,1.0,0.3915,,,L18,a,21.19,19.68,18.67,DECaLS,Sloan,254.2942,31.848,True
1192,C,1192,DESI-255.9749+41.6783,DC,2.0,0,0.29,0.4128,,,L18,,20.49,18.69,17.69,MzLS,Sloan,255.9749,41.6783,True
1193,C,1193,DESI-256.1498+08.2505,REX,2.0,0,0.1,,0.485,0.093,shielded,,21.27,20.75,19.92,DECaLS,Sloan,256.1498,8.2505,True
1194,C,1194,DESI-256.2179+07.8065,DC,2.5,1,0.37,,0.4,0.017,L18,,19.92,17.95,16.96,DECaLS,Sloan,256.2179,7.8065,True
1195,C,1195,DESI-256.7414+25.8919,DC,2.5,1,0.21,0.5953,,,L18,,22.37,21.17,19.4,DECaLS,Sloan,256.7414,25.8919,True
1196,C,1196,DESI-257.0428+11.8169,DC,2.0,0,0.94,0.546,,,L18,,19.85,18.69,17.63,DECaLS,Sloan,257.0428,11.8169,True
1197,C,1197,DESI-259.6311+23.7908,REX,2.5,1,0.99,0.6059,,,L18,,20.29,18.9,17.77,DECaLS,Sloan,259.6311,23.7908,True
1198,C,1198,DESI-259.8396+24.6880,DC,2.5,1,1.0,0.4894,,,L18,,21.42,19.63,18.43,DECaLS,Sloan,259.8396,24.688,True
1199,C,1199,DESI-261.7825+13.0155,DC,2.0,0,0.3,,0.507,0.015,L18,,21.43,19.48,18.21,DECaLS,Sloan,261.7825,13.0155,True
